DATE,STATION,LATITUDE,LONGITUDE,ENTRIES_DIFF,EXITS_DIFF,LINENAME,UNIT
2020-01-27,ROCKAWAY PK 116,40.580454,-73.837459,606,681,AS,R419
2020-01-27,ROCKAWAY PKY,40.646660,-73.901832,10732,4340,L,R152
2020-01-27,ROOSEVELT AVE,40.746655,-73.891361,100314,81960,EFMR7,R018
2020-01-27,ROOSEVELT IS,40.759123,-73.953266,6976,6279,F,R259
2020-01-27,SARATOGA AVE,40.661466,-73.916316,5174,5458,3,R064
2020-01-27,SENECA AVE,40.702798,-73.907776,3317,3305,M,R402
2020-01-27,SHEEPSHEAD BAY,40.586810,-73.954167,27208,22540,BQ,R136
2020-01-27,SHEPHERD AVE,40.674161,-73.880761,3111,1709,C,R442
2020-01-27,SIMPSON ST,40.824170,-73.893228,15702,5122,25,R408
2020-01-27,SMITH-9 ST,40.673714,-73.996139,4285,5492,FG,R270
2020-01-27,SOUTH FERRY,40.703082,-74.012983,30016,25512,R1,R001
2020-01-27,SPRING ST,40.722397,-73.997211,17356,20422,6,R322
2020-01-27,SPRING ST,40.726202,-74.003627,27550,5422,CE,R282
2020-01-27,ST LAWRENCE AVE,40.831500,-73.867623,4225,3819,6,R245
2020-01-27,STEINWAY ST,40.756864,-73.920736,26036,20316,MR,R238
2020-01-27,STERLING ST,40.662752,-73.950605,5495,3652,25,R209
2020-01-27,STILLWELL AVE,40.577423,-73.981225,20782,17874,DFNQ,R151
2020-01-27,SUTPHIN BLVD,40.700488,-73.807933,23080,20380,EJZ,R024
2020-01-27,SUTPHIN BLVD,40.705416,-73.810562,8740,6090,F,R128
2020-01-27,SUTTER AVE,40.664591,-73.922668,6492,7491,3,R063
2020-01-27,SUTTER AVE,40.669376,-73.902047,3219,2579,L,R349
2020-01-27,TREMONT AVE,40.850307,-73.905244,18470,11100,BD,R154
2020-01-27,UNION ST,40.677302,-73.983135,14800,11004,R,R231
2020-01-27,UNION TPK-KEW G,40.714444,-73.830979,49800,49192,EF,R158
2020-01-27,UTICA AVE,40.679279,-73.930585,30326,23514,AC,R153
2020-01-27,VAN ALSTON-21ST,40.743973,-73.949876,1550,1693,G,R360
2020-01-27,VAN SICLEN AVE,40.665405,-73.889451,2707,2944,3,R068
2020-01-27,VAN SICLEN AVE,40.672786,-73.890438,2807,2751,C,R441
2020-01-27,VAN SICLEN AVE,40.678018,-73.891726,2493,2541,JZ,R434
2020-01-27,VAN WYCK BLVD,40.709174,-73.820593,5197,2509,EF,R255
2020-01-27,VERNON/JACKSON,40.742624,-73.953545,45051,31809,7,R276
2020-01-27,W 4 ST-WASH SQ,40.732251,-74.000559,70398,70006,ABCDEFM,R138
2020-01-27,W 8 ST-AQUARIUM,40.576152,-73.975925,4998,3122,FQ,R312
2020-01-27,WAKEFIELD-241,40.903085,-73.850591,4620,4921,2,R145
2020-01-27,WALL ST,40.706864,-74.009056,98272,94260,23,R027
2020-01-27,WALL ST,40.707466,-74.011867,75636,59324,45,R043
2020-01-27,WASHINGTON-36 A,40.756977,-73.929373,6362,6802,NQ,R091
2020-01-27,WESTCHESTER SQ,40.839892,-73.842952,6090,5527,6,R107
2020-01-27,WHITEHALL ST,40.703082,-74.012983,60032,51024,R1,R001
2020-01-27,WHITLOCK AVE,40.826508,-73.886425,1854,1944,6,R325
2020-01-27,WILSON AVE,40.688676,-73.903999,4236,3938,L,R295
2020-01-27,WINTHROP ST,40.656648,-73.950198,7129,1508,25,R451
2020-01-27,WOODHAVEN BLVD,40.693866,-73.851568,9348,6642,JZ,R006
2020-01-27,WOODHAVEN BLVD,40.733080,-73.869259,37186,22470,MR,R201
2020-01-27,WOODLAWN ROAD,40.885973,-73.878851,6413,1491,4,R052
2020-01-27,WORLD TRADE CTR,40.712557,-74.009807,49743,34464,23ACE,R029
2020-01-27,YORK ST,40.699756,-73.986890,11621,5396,F,R301
2020-01-27,ZEREGA AVE,40.836460,-73.846471,2583,2443,6,R326
2020-01-28,1 AVE,40.730901,-73.981719,35254,39770,L,R248
2020-01-28,103 ST,40.790582,-73.947473,13816,12680,6,R180
2020-01-28,103 ST,40.796105,-73.961399,4421,2909,BC,R314
2020-01-28,103 ST,40.799354,-73.968329,11953,6230,1,R191
2020-01-28,103 ST-CORONA,40.749858,-73.862672,20683,14575,7,R208
2020-01-28,104 ST,40.695184,-73.844326,2663,1292,JZ,R007
2020-01-28,110 ST,40.795066,-73.944297,21552,19788,6,R181
2020-01-28,110 ST-CATHEDRL,40.804032,-73.966742,23468,13386,1,R192
2020-01-28,110 ST-CPN,40.799110,-73.951807,8099,7839,23,R323
2020-01-28,111 ST,40.697405,-73.836354,2274,1326,J,R008
2020-01-28,111 ST,40.751760,-73.855183,11281,7642,7,R310
2020-01-28,116 ST,40.798574,-73.941593,29722,18792,6,R182
2020-01-28,116 ST,40.802098,-73.949625,21278,10862,23,R324
2020-01-28,116 ST,40.805072,-73.954833,14752,10708,BC,R333
2020-01-28,116 ST-COLUMBIA,40.808190,-73.964124,16702,8529,1,R159
2020-01-28,121 ST,40.700536,-73.828382,2282,1479,JZ,R009
2020-01-28,125 ST,40.804406,-73.937452,27256,24124,456,R132
2020-01-28,125 ST,40.808076,-73.945906,29276,13158,23,R206
2020-01-28,125 ST,40.811056,-73.952386,57062,49864,ACBD,R102
2020-01-28,125 ST,40.815596,-73.958395,7652,8048,1,R034
2020-01-28,135 ST,40.814459,-73.940992,28644,9902,23,R207
2020-01-28,135 ST,40.817902,-73.947644,18558,14334,BC,R332
2020-01-28,137 ST-CITY COL,40.821994,-73.953674,27604,25266,1,R169
2020-01-28,138 ST-3 AVE,40.810512,-73.926165,8912,5527,6,R445
2020-01-28,138 ST-GR CONC,40.813208,-73.929877,2261,1781,45,R307
2020-01-28,14 ST,40.738007,-73.998381,44298,26270,123FLM,R105
2020-01-28,14 ST,40.740388,-74.002104,39605,30171,ACEL,R175
2020-01-28,14 ST-6 AVE,40.737348,-73.996900,92808,89216,FLM123,R163
2020-01-28,14 ST-UNION SQ,40.734836,-73.990688,573762,552954,LNQR456,R170
2020-01-28,145 ST,40.820402,-73.936315,3589,233,3,R344
2020-01-28,145 ST,40.824787,-73.944232,49532,50934,ABCD,R101
2020-01-28,145 ST,40.826426,-73.950412,17828,14976,1,R273
2020-01-28,148 ST-LENOX,40.823877,-73.936443,3806,3720,3,R345
2020-01-28,149 ST-3 AVE,40.816132,-73.917754,47224,19786,25,R053
2020-01-28,149 ST-GR CONC,40.818429,-73.926927,29492,14652,245,R205
2020-01-28,15 ST-PROSPECT,40.660376,-73.979509,13580,7702,FG,R241
2020-01-28,155 ST,40.829934,-73.938632,3560,2022,BD,R315
2020-01-28,155 ST,40.830551,-73.941486,2924,2394,C,R331
2020-01-28,157 ST,40.833879,-73.944726,20544,14444,1,R193
2020-01-28,161 ST-YANKEE,40.827888,-73.925736,134832,73158,BD4,R195
2020-01-28,163 ST-AMSTERDM,40.835957,-73.939898,4636,4111,C,R296
2020-01-28,167 ST,40.833773,-73.918430,17980,7860,BD,R104
2020-01-28,167 ST,40.835535,-73.921380,8709,9327,4,R221
2020-01-28,168 ST-BROADWAY,40.840778,-73.940091,76212,51306,1AC,R035
2020-01-28,169 ST,40.710459,-73.793600,17586,15922,F,R115
2020-01-28,170 ST,40.839301,-73.913355,13592,7942,BD,R443
2020-01-28,170 ST,40.840048,-73.917775,8400,6508,4,R243
2020-01-28,174 ST,40.837382,-73.887659,14174,13718,25,R386
2020-01-28,174-175 ST,40.845892,-73.910136,10002,5350,BD,R253
2020-01-28,175 ST,40.847369,-73.939683,26560,14686,A,R126
2020-01-28,176 ST,40.848635,-73.912497,5756,3339,4,R309
2020-01-28,18 AVE,40.607958,-74.001782,6400,1591,D,R372
2020-01-28,18 AVE,40.620728,-73.990388,4577,4254,N,R392
2020-01-28,18 AVE,40.629881,-73.977149,7758,6290,F,R242
2020-01-28,18 ST,40.741096,-73.997877,17348,11248,1,R321
2020-01-28,181 ST,40.849495,-73.933632,10896,11137,1,R260
2020-01-28,181 ST,40.851686,-73.937967,20706,19430,A,R174
2020-01-28,182-183 ST,40.856085,-73.900695,5073,2501,BD,R237
2020-01-28,183 ST,40.858389,-73.903828,5899,3169,4,R275
2020-01-28,190 ST,40.859022,-73.934190,5238,1855,A,R280
2020-01-28,191 ST,40.855176,-73.929384,7807,9404,1,R274
2020-01-28,2 AVE,40.723291,-73.989873,31614,32314,F,R300
2020-01-28,20 AVE,40.604798,-73.998456,5242,1489,D,R373
2020-01-28,20 AVE,40.617373,-73.985088,3963,3805,N,R393
2020-01-28,207 ST,40.864653,-73.918719,6064,2999,1,R037
2020-01-28,21 ST,40.754100,-73.942580,10517,8504,F,R303
2020-01-28,215 ST,40.869359,-73.915329,1779,669,1,R038
2020-01-28,219 ST,40.883767,-73.862736,3281,1803,25,R365
2020-01-28,22 AVE-BAY PKY,40.620907,-73.975453,1401,521,F,R422
2020-01-28,225 ST,40.887887,-73.860505,4100,2333,25,R366
2020-01-28,23 ST,40.740088,-73.986429,130912,112756,6,R131
2020-01-28,23 ST,40.744071,-73.995624,28776,24544,1,R190
2020-01-28,23 ST,40.745924,-73.998005,70092,43428,CE,R111
2020-01-28,23 ST-5 AVE,40.741006,-73.989315,46094,26400,NR,R083
2020-01-28,23 ST-6 AVE,40.742868,-73.992770,17284,11629,FM,R203
2020-01-28,23 ST-6 AVE,40.742981,-73.992727,14326,15204,FM,R453
2020-01-28,231 ST,40.878867,-73.904858,9882,1454,1,R040
2020-01-28,233 ST,40.893386,-73.857265,4956,1511,25,R367
2020-01-28,238 ST,40.884821,-73.900759,4506,602,1,R306
2020-01-28,242 ST,40.889185,-73.898549,7476,3004,1,R117
2020-01-28,25 AVE,40.597873,-73.986955,5194,1161,D,R399
2020-01-28,25 ST,40.660430,-73.997944,829,2289,R,R455
2020-01-28,25 ST,40.660481,-73.998059,3138,1078,R,R278
2020-01-28,28 ST,40.743095,-73.984251,62121,60246,6,R143
2020-01-28,28 ST,40.747224,-73.993360,29834,21340,1,R272
2020-01-28,28 ST-BROADWAY,40.745574,-73.988682,25652,29088,NR,R082
2020-01-28,3 AVE,40.733243,-73.987169,12294,12550,L,R330
2020-01-28,33 ST,40.746119,-73.981826,116844,92636,6,R176
2020-01-28,33 ST/RAWSON ST,40.744558,-73.930993,24392,21048,7,R291
2020-01-28,34 ST-HERALD SQ,40.749533,-73.987899,301385,285766,BDFMNQR,R022
2020-01-28,34 ST-HUDSON YD,40.755882,-74.001910,18939,19002,7,R072
2020-01-28,34 ST-PENN STA,40.750264,-73.992984,93756,88314,123ACE,R293
2020-01-28,34 ST-PENN STA,40.750329,-73.991096,130404,133864,123,R031
2020-01-28,34 ST-PENN STA,40.752247,-73.993456,363469,317083,ACE,R012
2020-01-28,36 ST,40.655150,-74.003477,14038,7754,DNR,R197
2020-01-28,36 ST,40.752020,-73.928740,9286,6558,MR,R339
2020-01-28,4 AVE,40.670320,-73.988757,13218,11790,DFGMNR,R258
2020-01-28,40 ST-LOWERY ST,40.743778,-73.923998,10466,8529,7,R261
2020-01-28,42 ST-BRYANT PK,40.754198,-73.984573,128934,128061,BDFM7,R021
2020-01-28,42 ST-GRD CNTRL,40.751849,-73.976945,351082,352525,4567S,R045
2020-01-28,42 ST-PA BUS TE,40.757303,-73.989787,260072,224036,ACENQRS1237,R010
2020-01-28,42 ST-TIMES SQ,40.755905,-73.986504,417352,400203,1237ACENQRS,R032
2020-01-28,45 ST,40.648866,-74.010086,7942,4442,R,R232
2020-01-28,46 ST,40.756312,-73.913333,25485,20247,MR,R267
2020-01-28,46 ST-BLISS ST,40.743079,-73.918419,25544,20252,7,R223
2020-01-28,47-50 ST-ROCK,40.758652,-73.981311,185295,197067,BDFM,R020
2020-01-28,49 ST-7 AVE,40.760139,-73.984112,83984,68096,NQR,R081
2020-01-28,5 AVE-53 ST,40.760179,-73.975196,52524,61604,EM,R015
2020-01-28,5 AVE-59 ST,40.764909,-73.973372,29872,21972,NQR,R079
2020-01-28,5 AVE-BRYANT PK,40.753824,-73.981966,28340,24088,7BDFM,R054
2020-01-28,50 ST,40.636232,-73.994765,3506,2982,D,R234
2020-01-28,50 ST,40.761675,-73.983908,51454,51160,1,R116
2020-01-28,50 ST,40.762439,-73.985989,38660,25678,CE,R188
2020-01-28,51 ST,40.757108,-73.971870,62385,73053,6,R049
2020-01-28,52 ST-LINCOLN,40.744103,-73.912497,6221,5894,7,R327
2020-01-28,53 ST,40.644959,-74.014034,9417,9613,R,R233
2020-01-28,55 ST,40.631412,-73.995473,2103,922,D,R247
2020-01-28,57 ST,40.763625,-73.977449,14017,14265,F,R302
2020-01-28,57 ST-7 AVE,40.764755,-73.980646,73292,52726,NQR,R080
2020-01-28,59 ST,40.641426,-74.017972,22882,11586,NR,R212
2020-01-28,59 ST,40.762796,-73.967686,104104,100292,456NQR,R051
2020-01-28,59 ST-COLUMBUS,40.768110,-73.981891,217302,182997,1ABCD,R084
2020-01-28,6 AVE,40.737348,-73.996900,23202,22304,FLM123,R163
2020-01-28,61 ST/WOODSIDE,40.745623,-73.902969,17494,18718,7,R147
2020-01-28,63 DR-REGO PARK,40.729869,-73.861610,31650,11568,MR,R202
2020-01-28,65 ST,40.749663,-73.898485,3452,2286,MR,R340
2020-01-28,66 ST-LINCOLN,40.773424,-73.982234,66684,74898,1,R164
2020-01-28,67 AVE,40.726462,-73.852630,18968,9590,MR,R219
2020-01-28,68ST-HUNTER COL,40.768143,-73.964016,28102,23485,6,R177
2020-01-28,69 ST-FISK AVE,40.746325,-73.896403,4939,5127,7,R347
2020-01-28,7 AV-PARK SLOPE,40.666276,-73.980324,12670,6141,FG,R288
2020-01-28,7 AVE,40.677172,-73.972514,10709,9925,BQ,R171
2020-01-28,7 AVE-53 ST,40.762877,-73.981590,34300,41818,BDE,R113
2020-01-28,71 ST,40.619588,-73.998842,5581,1789,D,R370
2020-01-28,72 ST,40.775545,-73.976398,7920,7704,BC,R281
2020-01-28,72 ST,40.778575,-73.981912,74046,74234,123,R452
2020-01-28,72 ST-2 AVE,40.784318,-73.947152,32848,29038,Q,R570
2020-01-28,74 ST-BROADWAY,40.746655,-73.891361,51610,42073,EFMR7,R018
2020-01-28,75 AVE,40.718477,-73.837223,3783,1043,EF,R341
2020-01-28,77 ST,40.629702,-74.025514,6017,2302,R,R214
2020-01-28,77 ST,40.773636,-73.959875,52056,52724,6,R178
2020-01-28,79 ST,40.613513,-74.000645,6563,2233,D,R371
2020-01-28,79 ST,40.783872,-73.979938,29386,15098,1,R166
2020-01-28,8 AVE,40.635011,-74.011717,11572,12260,N,R390
2020-01-28,8 AVE,40.740388,-74.002104,39605,30171,ACEL,R175
2020-01-28,8 ST-B'WAY NYU,40.730348,-73.992705,32620,22580,NR,R085
2020-01-28,81 ST-MUSEUM,40.781435,-73.972149,20192,16852,BC,R187
2020-01-28,82 ST-JACKSON H,40.747647,-73.883786,15069,17897,7,R096
2020-01-28,86 ST,40.592676,-73.978243,2669,2688,N,R397
2020-01-28,86 ST,40.622715,-74.028368,23544,18244,R,R215
2020-01-28,86 ST,40.779485,-73.955541,83496,82664,456,R179
2020-01-28,86 ST,40.785822,-73.968952,22628,19616,BC,R186
2020-01-28,86 ST,40.788844,-73.975990,54747,56205,1,R167
2020-01-28,86 ST-2 AVE,40.777891,-73.951787,26311,16852,Q,R571
2020-01-28,9 AVE,40.646343,-73.994551,5748,6131,D,R368
2020-01-28,9 ST,40.670320,-73.988757,13218,11790,DFGMNR,R258
2020-01-28,90 ST-ELMHURST,40.748541,-73.876791,16695,8261,7,R122
2020-01-28,96 ST,40.785822,-73.950970,18514,6203,6,R144
2020-01-28,96 ST,40.791654,-73.964682,19838,16342,BC,R251
2020-01-28,96 ST,40.793880,-73.972363,69950,71666,123,R168
2020-01-28,96 ST-2 AVE,40.768799,-73.958424,20122,14424,Q,R572
2020-01-28,ALABAMA AVE,40.677107,-73.898871,2173,2467,J,R433
2020-01-28,ALLERTON AVE,40.865481,-73.867393,5284,2226,25,R362
2020-01-28,AQUEDUCT TRACK,40.668221,-73.834026,1194,145,A,R464
2020-01-28,AQUEDUCT-N CNDT,40.668234,-73.834058,891,1435,A,R357
2020-01-28,ASTOR PLACE,40.730056,-73.991042,31776,35060,6,R160
2020-01-28,ATLANTIC AVE,40.675496,-73.902819,1688,721,L,R348
2020-01-28,ATLANTIC AVE,40.684063,-73.977417,128211,118017,2345BDNQR,R057
2020-01-28,AVE H,40.629164,-73.961678,4047,3454,BQ,R263
2020-01-28,AVE I,40.625305,-73.975732,2229,940,F,R421
2020-01-28,AVE J,40.625028,-73.960819,6304,3295,BQ,R228
2020-01-28,AVE M,40.617568,-73.959360,6260,2791,BQ,R229
2020-01-28,AVE N,40.615174,-73.974166,6726,2528,F,R423
2020-01-28,AVE P,40.609147,-73.972986,2656,1151,F,R424
2020-01-28,AVE U,40.596065,-73.973329,2092,944,F,R425
2020-01-28,AVE U,40.597482,-73.979359,3497,2690,N,R396
2020-01-28,AVE U,40.599307,-73.955916,7562,2558,BQ,R150
2020-01-28,AVE X,40.589547,-73.974295,2935,1746,F,R271
2020-01-28,BAY 50 ST,40.588879,-73.983629,2814,631,D,R400
2020-01-28,BAY PARKWAY,40.601898,-73.993821,7855,7280,D,R374
2020-01-28,BAY PKY-22 AVE,40.612006,-73.982009,13624,9272,N,R394
2020-01-28,BAY RIDGE AVE,40.634945,-74.023411,8309,4804,R,R213
2020-01-28,BAY RIDGE-95 ST,40.616624,-74.030964,12754,8028,R,R216
2020-01-28,BAYCHESTER AVE,40.878656,-73.838596,4330,577,5,R292
2020-01-28,BEACH 105 ST,40.583542,-73.826430,225,294,AS,R418
2020-01-28,BEACH 25 ST,40.600138,-73.761520,1849,2193,A,R358
2020-01-28,BEACH 36 ST,40.595381,-73.768194,1030,1131,A,R338
2020-01-28,BEACH 44 ST,40.593214,-73.776433,728,865,A,R337
2020-01-28,BEACH 60 ST,40.592334,-73.788493,2056,1647,A,R336
2020-01-28,BEACH 67 ST,40.590867,-73.797011,2331,1740,A,R335
2020-01-28,BEACH 90 ST,40.588032,-73.813684,773,678,AS,R416
2020-01-28,BEACH 98 ST,40.585514,-73.820143,476,511,AS,R417
2020-01-28,BEDFORD AVE,40.717241,-73.956614,24845,15409,L,R235
2020-01-28,BEDFORD PARK BL,40.873026,-73.886919,15030,9076,BD,R156
2020-01-28,BEDFORD PARK BL,40.873399,-73.890084,6139,4579,4,R183
2020-01-28,BEDFORD/NOSTRAN,40.689636,-73.953459,17312,10536,G,R269
2020-01-28,BEEBE-39 AVE,40.753076,-73.932710,3073,3305,NQ,R090
2020-01-28,BERGEN ST,40.680801,-73.975132,8302,6172,23,R058
2020-01-28,BERGEN ST,40.686154,-73.990881,33822,20703,FG,R129
2020-01-28,BEVERLEY ROAD,40.643982,-73.964510,3526,3431,BQ,R262
2020-01-28,BEVERLY ROAD,40.645089,-73.948975,4513,909,25,R210
2020-01-28,BLEECKER ST,40.725665,-73.995645,14336,5816,6DF,R194
2020-01-28,BOROUGH HALL/CT,40.692404,-73.990151,151040,100652,2345R,R108
2020-01-28,BOTANIC GARDEN,40.670499,-73.958759,1539,2236,S2345,R412
2020-01-28,BOWERY,40.720315,-73.994014,3459,2962,JZ,R311
2020-01-28,BOWLING GREEN,40.704782,-74.014099,55594,42492,45,R041
2020-01-28,BOYD-88 ST,40.679857,-73.851492,3078,1292,A,R384
2020-01-28,BRIGHTON BEACH,40.577961,-73.961806,23856,13674,BQ,R172
2020-01-28,BROAD CHANNEL,40.608693,-73.816068,325,66,AS,R415
2020-01-28,BROAD ST,40.706539,-74.011052,24822,8988,JZ,R125
2020-01-28,BROADWAY,40.706100,-73.950348,4900,3812,G,R299
2020-01-28,BROADWAY-31 ST,40.761959,-73.925382,12310,12642,NQ,R092
2020-01-28,BROADWAY-ENY,40.678848,-73.904139,8073,7527,ACJLZ,R103
2020-01-28,BROADWAY/LAFAY,40.725297,-73.996204,42256,56648,BDFQ6,R461
2020-01-28,BRONX PARK EAST,40.848797,-73.868465,2680,1097,25,R389
2020-01-28,BROOK AVE,40.808044,-73.919234,12236,11600,6,R446
2020-01-28,BROOKLYN BRIDGE,40.713159,-74.003917,62418,59786,456JZ,R044
2020-01-28,BUHRE AVE,40.846817,-73.832545,4166,3840,6,R428
2020-01-28,BURKE AVE,40.871387,-73.867135,3405,1525,25,R363
2020-01-28,BURNSIDE AVE,40.853390,-73.907733,10741,6495,4,R244
2020-01-28,BUSHWICK AVE,40.682558,-73.905501,2200,1542,L,R313
2020-01-28,CANAL ST,40.718233,-74.000323,9642,2892,JNQRZ6,R118
2020-01-28,CANAL ST,40.718697,-74.000977,62572,54524,JNQRZ6,R462
2020-01-28,CANAL ST,40.720852,-74.005237,40918,31760,ACE,R139
2020-01-28,CANAL ST,40.722819,-74.006267,12650,12092,1,R320
2020-01-28,CARROLL ST,40.680231,-73.994980,25464,11628,FG,R220
2020-01-28,CASTLE HILL AVE,40.834255,-73.851222,6902,7135,6,R106
2020-01-28,CATHEDRL-110 ST,40.800637,-73.958201,14804,6876,BC,R334
2020-01-28,CENTRAL AVE,40.697673,-73.927131,4927,4830,M,R401
2020-01-28,CHAMBERS ST,40.713159,-74.003917,62418,59786,456JZ,R044
2020-01-28,CHAMBERS ST,40.714330,-74.008563,105826,71998,ACE23,R029
2020-01-28,CHAMBERS ST,40.715436,-74.009335,23038,20367,123,R030
2020-01-28,CHAUNCEY ST,40.682867,-73.910480,3338,1702,JZ,R432
2020-01-28,CHRISTOPHER ST,40.733405,-74.002898,18460,16990,1,R189
2020-01-28,CHURCH AVE,40.644039,-73.979541,19898,13000,FG,R204
2020-01-28,CHURCH AVE,40.650494,-73.962836,33188,34816,BQ,R098
2020-01-28,CHURCH AVE,40.650843,-73.949575,9639,2102,25,R109
2020-01-28,CLARK ST,40.697356,-73.992888,5284,2628,23,R224
2020-01-28,CLASSON AVE,40.688855,-73.960025,5796,5813,G,R287
2020-01-28,CLEVELAND ST,40.679938,-73.884687,3189,3420,J,R435
2020-01-28,CLINTON-WASH AV,40.683263,-73.965838,15544,11882,C,R284
2020-01-28,CLINTON-WASH AV,40.688123,-73.966742,5622,2850,G,R317
2020-01-28,CORTELYOU ROAD,40.640905,-73.963866,6658,1942,BQ,R184
2020-01-28,CORTLANDT ST,40.710454,-74.011324,52156,49188,1,R305
2020-01-28,CORTLANDT ST,40.710662,-74.011052,81932,65372,R,R088
2020-01-28,COURT SQ,40.747029,-73.945370,5050,6036,7,R346
2020-01-28,COURT SQ,40.747257,-73.945112,38386,29966,EMG,R359
2020-01-28,COURT SQ-23 ST,40.747257,-73.945112,19193,14983,EMG,R359
2020-01-28,CRESCENT ST,40.683209,-73.873765,4575,5142,JZ,R437
2020-01-28,CROWN HTS-UTICA,40.669279,-73.932967,52384,41358,34,R062
2020-01-28,CYPRESS AVE,40.805737,-73.914471,7190,5418,6,R447
2020-01-28,CYPRESS HILLS,40.689945,-73.872564,1588,969,J,R003
2020-01-28,DEKALB AVE,40.690612,-73.981848,23180,9141,BDNQR,R099
2020-01-28,DEKALB AVE,40.703839,-73.918440,11706,2831,L,R236
2020-01-28,DELANCEY ST,40.718380,-73.987813,52690,41358,FJMZ,R142
2020-01-28,DITMARS BL-31 S,40.774984,-73.912067,17743,15371,NQ,R095
2020-01-28,DITMAS AVE,40.636150,-73.978179,8694,4876,F,R420
2020-01-28,DYCKMAN ST,40.860523,-73.925575,6831,3476,1,R036
2020-01-28,DYCKMAN-200 ST,40.865286,-73.926980,6927,203,A,R185
2020-01-28,DYRE AVE,40.888244,-73.830850,5320,5128,5,R431
2020-01-28,E 143 ST,40.808742,-73.907690,2612,3210,6,R448
2020-01-28,E 149 ST,40.812104,-73.904085,10822,10376,6,R449
2020-01-28,E 177 ST-PARKCH,40.833246,-73.860805,16246,17402,6,R222
2020-01-28,E 180 ST,40.841882,-73.873551,7591,6560,25,R388
2020-01-28,E TREMONT AVE,40.840097,-73.879774,14156,9958,25,R387
2020-01-28,EAST 105 ST,40.650625,-73.899558,3606,3710,L,R376
2020-01-28,EAST BROADWAY,40.713647,-73.990152,26934,13970,F,R257
2020-01-28,EASTERN PKWY,40.672013,-73.964360,4082,4489,23,R060
2020-01-28,ELDER AVE,40.828894,-73.879559,6656,6908,6,R162
2020-01-28,ELDERTS LANE,40.691320,-73.867135,3788,2898,JZ,R004
2020-01-28,ELMHURST AVE,40.742445,-73.882005,12182,3425,MR,R218
2020-01-28,ESSEX ST,40.718380,-73.987813,26345,20679,FJMZ,R142
2020-01-28,EUCLID AVE,40.675382,-73.872070,10612,3374,AC,R200
2020-01-28,FAR ROCKAWAY,40.603983,-73.755383,4664,5013,A,R285
2020-01-28,FLATBUSH AVE,40.632836,-73.947642,67524,41781,25,R110
2020-01-28,FLUSHING AVE,40.700244,-73.941658,8847,5218,JM,R377
2020-01-28,FLUSHING AVE,40.700374,-73.950284,5208,5456,G,R316
2020-01-28,FORDHAM ROAD,40.862803,-73.901034,23446,13322,BD,R112
2020-01-28,FORDHAM ROAD,40.862941,-73.901199,10004,2113,4,R119
2020-01-28,FOREST AVE,40.704424,-73.903077,4601,3470,M,R403
2020-01-28,FOREST HILLS-71,40.721681,-73.844390,84171,44241,EFMR,R141
2020-01-28,FOREST PARKWAY,40.692304,-73.860151,3862,1984,J,R005
2020-01-28,FRANKLIN AVE,40.670711,-73.958051,15388,8599,2345S,R123
2020-01-28,FRANKLIN AVE,40.681159,-73.956056,12780,13346,ACS,R297
2020-01-28,FRANKLIN ST,40.719323,-74.006953,11582,7208,1,R343
2020-01-28,FREEMAN ST,40.829966,-73.891876,9306,8584,25,R409
2020-01-28,FRESH POND ROAD,40.706181,-73.895910,6419,7124,M,R404
2020-01-28,FT HAMILTON PKY,40.631428,-74.005387,12736,7146,N,R391
2020-01-28,FT HAMILTON PKY,40.640872,-73.994229,4322,2373,D,R369
2020-01-28,FT HAMILTON PKY,40.650722,-73.975818,12432,4236,FG,R289
2020-01-28,FULTON ST,40.687130,-73.975346,6455,5301,G,R318
2020-01-28,FULTON ST,40.709938,-74.007983,405800,363935,2345ACJZ,R028
2020-01-28,GATES AVE,40.689652,-73.922281,7431,3232,JZ,R380
2020-01-28,GRAHAM AVE,40.714590,-73.944104,19196,12230,L,R249
2020-01-28,GRAND ARMY PLAZ,40.675219,-73.971012,7871,2826,23,R059
2020-01-28,GRAND AV-NEWTON,40.736998,-73.877242,18658,10525,MR,R254
2020-01-28,GRAND ST,40.711874,-73.940670,13622,13234,L,R250
2020-01-28,GRAND ST,40.718542,-73.994164,21702,16574,BD,R240
2020-01-28,GRAND-30 AVE,40.766843,-73.921423,15091,12795,NQ,R093
2020-01-28,GRANT AVE,40.677107,-73.865376,6040,5445,A,R382
2020-01-28,GREENPOINT AVE,40.731324,-73.954425,19970,19704,G,R239
2020-01-28,GREENWOOD-111,40.684364,-73.832181,5408,1912,A,R355
2020-01-28,GUN HILL ROAD,40.877796,-73.866341,2527,1902,5,R226
2020-01-28,GUN HILL ROAD,40.877796,-73.866255,7557,8306,25,R364
2020-01-28,HALSEY ST,40.686170,-73.916337,6425,3271,J,R381
2020-01-28,HALSEY ST,40.695607,-73.904021,15456,9740,L,R266
2020-01-28,HEWES ST,40.706994,-73.953481,3441,3028,JM,R352
2020-01-28,HIGH ST,40.699316,-73.990474,20614,23726,AC,R252
2020-01-28,HOUSTON ST,40.728202,-74.005344,61724,40604,1,R290
2020-01-28,HOWARD BCH-JFK,40.660476,-73.830301,3730,300,A,R414
2020-01-28,HOYT ST,40.690545,-73.985065,2851,3902,23,R456
2020-01-28,HOYT ST,40.690547,-73.985066,4461,2373,23,R225
2020-01-28,HOYT ST-ASTORIA,40.770426,-73.917614,8119,7904,NQ,R094
